-2.568562631495296955e-04,-8.561875802115537226e-06
5.859375000000000000e-02,1.953125000000000000e-03
1.464843750000000000e-02,4.882812500000000000e-04
7.476806640625000000e-04,2.492268868081737310e-05
5.859375000000000000e-02,1.953125000000000000e-03
1.464843750000000000e-02,4.882812500000000000e-04
5.859375000000000000e-02,1.953125000000000000e-03
1.464843750000000000e-02,4.882812500000000000e-04
-3.720569889992475510e-03,-1.240190031239762902e-04
-5.215962883085012436e-04,-1.738654282235074788e-05
2.521514834370464087e-04,8.405049811699427664e-06
1.464843750000000000e-02,4.882812500000000000e-04
